run_label,pair_seed,pair_role,pair_role_label,task_key,task_name,mem_distribution_family,checkpoint,checkpoint_name,hidden_tau_syn_ms,hidden_tau_mem_geom_mean_ms,final_test_acc,final_test_loss,subset_size,W_bits,M_bits,samples,lag,stride,optimiser,indices,error,data_kind
seeded_run_1,210,homogeneous_anchor,Homogeneous anchor,2class,binary_parity,lognormal,C:\Users\Priya\Desktop\research project (SNN Info Theory)\Project Files\Checkpoints\SeededRuns\seeded_run_1\2class_lognormal\2class_seed210_hom_geommean_lognormal.pt,2class_seed210_hom_geommean_lognormal.pt,10.0,22.405558223987068,0.730565371024735,0.6773801892995834,2,0.009609443953826772,-1.2087839043328774e-06,128000,1,1,Adam(data),"0,31",,recurrent_spike_trains
seeded_run_1,210,homogeneous_anchor,Homogeneous anchor,2class,binary_parity,lognormal,C:\Users\Priya\Desktop\research project (SNN Info Theory)\Project Files\Checkpoints\SeededRuns\seeded_run_1\2class_lognormal\2class_seed210_hom_geommean_lognormal.pt,2class_seed210_hom_geommean_lognormal.pt,10.0,22.405558223987068,0.730565371024735,0.6773801892995834,4,0.08340563076917606,0.0028992647539976407,128000,1,1,Adam(data),"0,10,20,31",,recurrent_spike_trains
seeded_run_1,210,homogeneous_anchor,Homogeneous anchor,2class,binary_parity,lognormal,C:\Users\Priya\Desktop\research project (SNN Info Theory)\Project Files\Checkpoints\SeededRuns\seeded_run_1\2class_lognormal\2class_seed210_hom_geommean_lognormal.pt,2class_seed210_hom_geommean_lognormal.pt,10.0,22.405558223987068,0.730565371024735,0.6773801892995834,8,0.4143647660211248,0.07222653621167702,128000,1,1,Adam(data),"0,4,8,13,17,22,26,31",,recurrent_spike_trains
seeded_run_1,210,homogeneous_anchor,Homogeneous anchor,2class,binary_parity,lognormal,C:\Users\Priya\Desktop\research project (SNN Info Theory)\Project Files\Checkpoints\SeededRuns\seeded_run_1\2class_lognormal\2class_seed210_hom_geommean_lognormal.pt,2class_seed210_hom_geommean_lognormal.pt,10.0,22.405558223987068,0.730565371024735,0.6773801892995834,16,2.4483821659355303,0.9292498533436984,128000,1,1,"Adam(distr,ridge=0.05)","0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,31",,recurrent_spike_trains
seeded_run_1,210,homogeneous_anchor,Homogeneous anchor,2class,binary_parity,lognormal,C:\Users\Priya\Desktop\research project (SNN Info Theory)\Project Files\Checkpoints\SeededRuns\seeded_run_1\2class_lognormal\2class_seed210_hom_geommean_lognormal.pt,2class_seed210_hom_geommean_lognormal.pt,10.0,22.405558223987068,0.730565371024735,0.6773801892995834,32,3.0279733303716436,2.158332045504196,128000,1,1,"Adam(distr,ridge=0.05)","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31",,recurrent_spike_trains
seeded_run_2,211,heterogeneous_sampled,Heterogeneous sampled,2class,binary_parity,lognormal,C:\Users\Priya\Desktop\research project (SNN Info Theory)\Project Files\Checkpoints\SeededRuns\seeded_run_2\2class_lognormal\2class_seed211_het_lognormal.pt,2class_seed211_het_lognormal.pt,10.0,28.072028411277493,0.5061837455830389,0.5821014121174812,2,0.5636347000803875,0.004412677598625736,128000,1,1,Adam(data),"0,31",,recurrent_spike_trains
seeded_run_2,211,heterogeneous_sampled,Heterogeneous sampled,2class,binary_parity,lognormal,C:\Users\Priya\Desktop\research project (SNN Info Theory)\Project Files\Checkpoints\SeededRuns\seeded_run_2\2class_lognormal\2class_seed211_het_lognormal.pt,2class_seed211_het_lognormal.pt,10.0,28.072028411277493,0.5061837455830389,0.5821014121174812,4,0.5890674084986542,0.04022284552284827,128000,1,1,Adam(data),"0,10,20,31",,recurrent_spike_trains
seeded_run_2,211,heterogeneous_sampled,Heterogeneous sampled,2class,binary_parity,lognormal,C:\Users\Priya\Desktop\research project (SNN Info Theory)\Project Files\Checkpoints\SeededRuns\seeded_run_2\2class_lognormal\2class_seed211_het_lognormal.pt,2class_seed211_het_lognormal.pt,10.0,28.072028411277493,0.5061837455830389,0.5821014121174812,8,3.395401193258569,0.5803691298504701,128000,1,1,"Adam(distr,ridge=0.05)","0,4,8,13,17,22,26,31",,recurrent_spike_trains
seeded_run_2,211,heterogeneous_sampled,Heterogeneous sampled,2class,binary_parity,lognormal,C:\Users\Priya\Desktop\research project (SNN Info Theory)\Project Files\Checkpoints\SeededRuns\seeded_run_2\2class_lognormal\2class_seed211_het_lognormal.pt,2class_seed211_het_lognormal.pt,10.0,28.072028411277493,0.5061837455830389,0.5821014121174812,16,3.4979757738167683,1.1300440934157843,128000,1,1,"Adam(distr,ridge=0.05)","0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,31",,recurrent_spike_trains
seeded_run_2,211,heterogeneous_sampled,Heterogeneous sampled,2class,binary_parity,lognormal,C:\Users\Priya\Desktop\research project (SNN Info Theory)\Project Files\Checkpoints\SeededRuns\seeded_run_2\2class_lognormal\2class_seed211_het_lognormal.pt,2class_seed211_het_lognormal.pt,10.0,28.072028411277493,0.5061837455830389,0.5821014121174812,32,3.814107403326749,2.06921780392722,128000,1,1,"Adam(distr,ridge=0.05)","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31",,recurrent_spike_trains
seeded_run_2,211,homogeneous_anchor,Homogeneous anchor,2class,binary_parity,lognormal,C:\Users\Priya\Desktop\research project (SNN Info Theory)\Project Files\Checkpoints\SeededRuns\seeded_run_2\2class_lognormal\2class_seed211_hom_geommean_lognormal.pt,2class_seed211_hom_geommean_lognormal.pt,10.0,28.072028411277493,0.758833922261484,0.5041078701615334,2,0.2177546940048832,3.647945973075939e-05,128000,1,1,Adam(data),"0,31",,recurrent_spike_trains
seeded_run_2,211,homogeneous_anchor,Homogeneous anchor,2class,binary_parity,lognormal,C:\Users\Priya\Desktop\research project (SNN Info Theory)\Project Files\Checkpoints\SeededRuns\seeded_run_2\2class_lognormal\2class_seed211_hom_geommean_lognormal.pt,2class_seed211_hom_geommean_lognormal.pt,10.0,28.072028411277493,0.758833922261484,0.5041078701615334,4,0.2370838026375229,0.02448420483158245,128000,1,1,Adam(data),"0,10,20,31",,recurrent_spike_trains
seeded_run_2,211,homogeneous_anchor,Homogeneous anchor,2class,binary_parity,lognormal,C:\Users\Priya\Desktop\research project (SNN Info Theory)\Project Files\Checkpoints\SeededRuns\seeded_run_2\2class_lognormal\2class_seed211_hom_geommean_lognormal.pt,2class_seed211_hom_geommean_lognormal.pt,10.0,28.072028411277493,0.758833922261484,0.5041078701615334,8,2.5303697352548484,0.6057889235982108,128000,1,1,"Adam(distr,ridge=0.05)","0,4,8,13,17,22,26,31",,recurrent_spike_trains
seeded_run_2,211,homogeneous_anchor,Homogeneous anchor,2class,binary_parity,lognormal,C:\Users\Priya\Desktop\research project (SNN Info Theory)\Project Files\Checkpoints\SeededRuns\seeded_run_2\2class_lognormal\2class_seed211_hom_geommean_lognormal.pt,2class_seed211_hom_geommean_lognormal.pt,10.0,28.072028411277493,0.758833922261484,0.5041078701615334,16,3.136462738258317,1.2321434427102518,128000,1,1,"Adam(distr,ridge=0.05)","0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,31",,recurrent_spike_trains
seeded_run_2,211,homogeneous_anchor,Homogeneous anchor,2class,binary_parity,lognormal,C:\Users\Priya\Desktop\research project (SNN Info Theory)\Project Files\Checkpoints\SeededRuns\seeded_run_2\2class_lognormal\2class_seed211_hom_geommean_lognormal.pt,2class_seed211_hom_geommean_lognormal.pt,10.0,28.072028411277493,0.758833922261484,0.5041078701615334,32,3.594866671729254,2.0451992657461453,128000,1,1,"Adam(distr,ridge=0.05)","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31",,recurrent_spike_trains
seeded_run_2,221,heterogeneous_sampled,Heterogeneous sampled,2class,binary_parity,lognormal,C:\Users\Priya\Desktop\research project (SNN Info Theory)\Project Files\Checkpoints\SeededRuns\seeded_run_2\2class_lognormal\2class_seed221_het_lognormal.pt,2class_seed221_het_lognormal.pt,10.0,24.33367347696807,0.8228798586572438,0.44622377306222916,2,0.8940147482490498,0.015699980769600663,128000,1,1,Adam(data),"0,31",,recurrent_spike_trains
seeded_run_2,221,heterogeneous_sampled,Heterogeneous sampled,2class,binary_parity,lognormal,C:\Users\Priya\Desktop\research project (SNN Info Theory)\Project Files\Checkpoints\SeededRuns\seeded_run_2\2class_lognormal\2class_seed221_het_lognormal.pt,2class_seed221_het_lognormal.pt,10.0,24.33367347696807,0.8228798586572438,0.44622377306222916,4,0.901467702415515,0.030941206064389326,128000,1,1,Adam(data),"0,10,20,31",,recurrent_spike_trains
seeded_run_2,221,heterogeneous_sampled,Heterogeneous sampled,2class,binary_parity,lognormal,C:\Users\Priya\Desktop\research project (SNN Info Theory)\Project Files\Checkpoints\SeededRuns\seeded_run_2\2class_lognormal\2class_seed221_het_lognormal.pt,2class_seed221_het_lognormal.pt,10.0,24.33367347696807,0.8228798586572438,0.44622377306222916,8,3.0038187110232637,1.0835321346198055,128000,1,1,"Adam(distr,ridge=0.05)","0,4,8,13,17,22,26,31",,recurrent_spike_trains
