network,subset_size,replicate,pair_i,pair_j,delay_steps,delay_ms,observed_W_bits,observed_M_bits,observed_TDMI_bits,observed_TDMI_counts_bits,z,p_upper,n_null_valid,n_attempts
2class_local_hom,8,1,21,26,4,16.0,0.14479805226365827,1.875828276731717e-05,0.1448168105464256,0.14481680872471142,-2.050222773212985,1.0,10,10
2class_local_hom,8,1,23,26,4,16.0,0.16643287451883637,-1.611622344577235e-05,0.1664167582953906,0.16641675805016462,-2.8164510515576957,1.0,10,10
2class_local_hom,8,2,7,10,4,16.0,0.2426167313806875,0.0017065951720884875,0.244323326552776,0.24432332536522725,-2.8182372854878204,1.0,10,10
2class_local_hom,8,2,7,12,4,16.0,0.10715704713018703,0.00024216755451011984,0.10739921468469715,0.10739921339477526,-1.7815105953436003,1.0,10,10
2class_local_hom,8,2,7,15,4,16.0,0.10348956504443307,0.0006226476469084474,0.10411221269134152,0.10411221083718677,-2.108916647651134,1.0,10,10
2class_local_hom,8,2,7,17,4,16.0,0.09886101862102448,0.0,0.09886101862102448,0.09886101861616603,-1.9818348128071752,1.0,10,10
2class_local_hom,8,2,7,20,4,16.0,0.10874962533191024,0.0025015062823282586,0.1112511316142385,0.11125112989426375,-1.7655325175570302,1.0,10,10
2class_local_hom,8,2,7,26,4,16.0,0.21500116660155388,0.020102316887717908,0.2351034834892718,0.23510348231063571,-1.5505299383798103,0.9090909090909091,10,10
2class_local_hom,8,2,7,28,4,16.0,0.09886101862102448,0.0,0.09886101862102448,0.09886101861616603,-1.9864627416809462,1.0,10,10
2class_local_hom,8,2,10,12,4,16.0,0.14847279305494587,0.007735102955418016,0.1562078960103639,0.15620789475330538,-1.6674840954272672,1.0,10,10
2class_local_hom,8,2,10,15,4,16.0,0.14948074861189786,0.0002949449227349632,0.14977569353463283,0.14977568935492946,-3.7618440548538365,1.0,10,10
2class_local_hom,8,2,10,17,4,16.0,0.1448863258645664,0.0,0.1448863258645664,0.14488632586103195,-1.6834006709280736,1.0,10,10
2class_local_hom,8,2,10,20,4,16.0,0.15743123322695052,0.000246277415581142,0.15767751064253166,0.15767750876118902,-2.3180713351161617,1.0,10,10
