network,subset_size,replicate,pair_i,pair_j,delay_steps,delay_ms,observed_W_bits,observed_M_bits,observed_TDMI_bits,observed_TDMI_counts_bits,z,p_upper,n_null_valid,n_attempts
2class_fittedhet_lu,8,2,16,26,4,16.0,0.007046556282479743,-2.220446049250313e-16,0.007046556282479521,0.00704655628166374,-1.614779952134454,1.0,10,10
2class_fittedhet_lu,8,2,23,26,4,16.0,0.01124518957312981,0.0012609303055186594,0.01250611987864847,0.012506118716027408,-0.5234391840271853,0.7272727272727273,10,10
2class_fittedhet_lu,8,3,3,4,4,16.0,0.0026095451512055112,0.0,0.0026095451512055112,0.0026095451393754942,-1.3762936028936288,1.0,10,10
2class_fittedhet_lu,8,3,3,10,4,16.0,0.04134438211628033,-8.991699666338615e-05,0.041254465119616945,0.04125446467046728,-3.518661193342915,1.0,10,10
2class_fittedhet_lu,8,3,3,13,4,16.0,0.003155810490940769,-0.00016906182400155956,0.0029867486669392096,0.0029867482139965644,-1.9808400253188185,1.0,10,10
2class_fittedhet_lu,8,3,3,14,4,16.0,0.0059942122539773934,-0.0003003143011287013,0.005693897952848692,0.00569389749247287,-1.4586582932597556,1.0,10,10
2class_fittedhet_lu,8,3,3,17,4,16.0,0.0026095451512055112,0.0,0.0026095451512055112,0.0026095451393754942,-1.7960410445161623,1.0,10,10
2class_fittedhet_lu,8,3,3,23,4,16.0,0.006800010739010598,-6.070611846220597e-05,0.006739304620548392,0.006739303550665249,-1.4063695341764575,1.0,10,10
2class_fittedhet_lu,8,3,3,27,4,16.0,0.00802705688766131,-0.0001563820590212428,0.007870674828640067,0.0078706738916911,-1.8106499805973288,1.0,10,10
2class_fittedhet_lu,8,3,4,10,4,16.0,0.03763757204881768,0.0,0.03763757204881768,0.03763757204189444,-3.8223409486239905,1.0,10,10
2class_fittedhet_lu,8,3,4,13,4,16.0,0.00032982980904237846,0.0,0.00032982980904237846,0.00032982979923669805,-1.7292133781452184,1.0,10,10
2class_fittedhet_lu,8,3,4,14,4,16.0,0.0029471319927941997,0.0,0.0029471319927941997,0.0029471319748094593,-1.2784801000321664,1.0,10,10
2class_fittedhet_lu,8,3,4,17,4,16.0,-1.4426951601859516e-10,0.0,-1.4426951601859516e-10,0.0,-1.8010796850053044,1.0,10,10
2class_fittedhet_lu,8,3,4,23,4,16.0,0.0038416320106271495,0.0,0.0038416320106271495,0.0038416320088742297,-1.1242596563482268,1.0,10,10
2class_fittedhet_lu,8,3,4,27,4,16.0,0.00518030275964243,0.0,0.00518030275964243,0.005180302746041955,-1.095487734091502,1.0,10,10
2class_fittedhet_lu,8,3,10,13,4,16.0,0.03790947545086931,0.0003751263071408717,0.038284601758010184,0.03828460060094926,-3.2987066742108637,1.0,10,10
2class_fittedhet_lu,8,3,10,14,4,16.0,0.040716508335031376,3.8513955746277695e-05,0.040755022290777654,0.040755020820996635,-1.3373369630059961,1.0,10,10
2class_fittedhet_lu,8,3,10,17,4,16.0,0.03763757204881768,0.0,0.03763757204881768,0.03763757204189444,-2.550356122300058,1.0,10,10
2class_fittedhet_lu,8,3,10,23,4,16.0,0.04035816419084948,0.004804457123825934,0.04516262131467541,0.045162620123361405,-1.7747544880165866,0.9090909090909091,10,10
2class_fittedhet_lu,8,3,10,27,4,16.0,0.04156079995283524,0.002900726350212657,0.044461526303047894,0.044461525045508675,-2.7036621120676254,1.0,10,10
2class_fittedhet_lu,8,3,13,14,4,16.0,0.003231431690984582,0.001009023503442813,0.004240455194427395,0.004240454217423625,0.5543744088829684,0.36363636363636365,10,10
2class_fittedhet_lu,8,3,13,17,4,16.0,0.00032982980904237846,0.0,0.00032982980904237846,0.00032982979923669805,-1.5852481068507176,1.0,10,10
2class_fittedhet_lu,8,3,13,23,4,16.0,0.004275192810144657,-4.0141409241467585e-05,0.004235051400903189,0.004235050515323655,-1.5865079330768428,1.0,10,10
2class_fittedhet_lu,8,3,13,27,4,16.0,0.005891716826041227,-0.0002800029547758154,0.005611713871265411,0.005611713417571855,-1.7526863082216528,1.0,10,10
2class_fittedhet_lu,8,3,14,17,4,16.0,0.0029471319927941997,0.0,0.0029471319927941997,0.0029471319748094593,-1.2710856477507713,1.0,10,10
2class_fittedhet_lu,8,3,14,23,4,16.0,0.007314153272868218,-0.00026020009953575673,0.007053953173332461,0.007053952106177043,-1.5922563015393025,1.0,10,10
2class_fittedhet_lu,8,3,14,27,4,16.0,0.008646664750731503,-0.00023181421081358566,0.008414850539917917,0.008414850364002463,-1.4602027550885432,1.0,10,10
2class_fittedhet_lu,8,3,17,23,4,16.0,0.0038416320106271495,0.0,0.0038416320106271495,0.0038416320088742297,-1.2215300981719195,1.0,10,10
2class_fittedhet_lu,8,3,17,27,4,16.0,0.00518030275964243,0.0,0.00518030275964243,0.005180302746041955,-1.3328427751749305,1.0,10,10
2class_fittedhet_lu,8,3,23,27,4,16.0,0.008683881275758698,0.0016951645237575086,0.010379045799516207,0.010379044559316816,-0.06200292785385305,0.45454545454545453,10,10
